rental_id,car_id,checkin_type,state,delay_at_checkout_in_minutes,previous_ended_rental_id,time_delta_with_previous_rental_in_minutes,delay_category,next_rental
539350,399190,mobile,ended,656.0,,,Late: > 2 hours,False
539428,402562,connect,ended,11.0,,,Late: 0-15 mins,False
539569,383329,mobile,ended,-4.0,,,Early,False
545138,393328,mobile,ended,-133.0,,,Early,False
545264,228309,mobile,ended,-255.0,,,Early,False
545444,371572,connect,ended,-126.0,,,Early,False
545470,300580,mobile,ended,-23.0,,,Early,False
545507,176670,connect,ended,63.0,,,Late: 1-2 hours,False
545797,371387,mobile,ended,1606.0,546641.0,60.0,Late: > 2 hours,True
545830,380866,mobile,ended,58.0,,,Late: 30-60 mins,False
545841,308920,mobile,ended,8.0,,,Late: 0-15 mins,False
545917,400048,mobile,ended,31.0,,,Late: 30-60 mins,False
545921,368885,mobile,ended,879.0,,,Late: > 2 hours,False
545968,380332,mobile,ended,-1.0,,,Early,False
545979,398456,connect,ended,-89.0,,,Early,False
546055,274942,connect,ended,184.0,,,Late: > 2 hours,False
546104,330013,mobile,ended,34.0,,,Late: 30-60 mins,False
546495,372483,mobile,ended,32.0,,,Late: 30-60 mins,False
546516,248889,connect,ended,-282.0,548781.0,0.0,Early,True
546586,382859,mobile,ended,101.0,,,Late: 1-2 hours,False
546635,408140,mobile,ended,-161.0,,,Early,False
546652,344530,mobile,ended,101.0,,,Late: 1-2 hours,False
546664,376760,connect,ended,25.0,,,Late: 15-30 mins,False
546816,390871,connect,ended,1128.0,,,Late: > 2 hours,False
546837,374298,connect,ended,10.0,,,Late: 0-15 mins,False
546933,320158,mobile,ended,118.0,,,Late: 1-2 hours,False
547085,404435,mobile,ended,102.0,,,Late: 1-2 hours,False
547208,175289,connect,ended,5.0,,,Late: 0-15 mins,False
547248,373856,mobile,ended,74.0,,,Late: 1-2 hours,False
547380,379226,mobile,ended,5.0,,,Late: 0-15 mins,False
547462,366204,mobile,ended,197.0,,,Late: > 2 hours,False
547719,382102,mobile,ended,53.0,,,Late: 30-60 mins,False
547902,352330,mobile,ended,-69.0,,,Early,False
547957,362101,mobile,ended,63.0,,,Late: 1-2 hours,False
548000,350705,mobile,ended,4.0,,,Late: 0-15 mins,False
548129,397593,mobile,ended,94.0,,,Late: 1-2 hours,False
548293,405481,mobile,ended,80.0,532574.0,240.0,Late: 1-2 hours,True
548465,369230,mobile,ended,-197.0,534486.0,690.0,Early,True
548472,386848,mobile,ended,58.0,,,Late: 30-60 mins,False
548493,239842,mobile,ended,2788.0,,,Late: > 2 hours,False
548498,316846,connect,ended,245.0,,,Late: > 2 hours,False
548616,317770,connect,ended,8.0,,,Late: 0-15 mins,False
548753,407896,mobile,ended,15.0,,,Late: 15-30 mins,False
548790,263420,mobile,ended,28.0,,,Late: 15-30 mins,False
548906,312157,mobile,ended,-2.0,555893.0,690.0,Early,True
548946,340333,connect,ended,-146.0,,,Early,False
548954,348999,connect,ended,-53.0,,,Early,False
548991,385006,connect,ended,1431.0,,,Late: > 2 hours,False
549003,229475,mobile,ended,10.0,,,Late: 0-15 mins,False
549086,399575,connect,ended,-58.0,,,Early,False
549105,372743,mobile,ended,359.0,,,Late: > 2 hours,False
549204,228309,mobile,ended,-37.0,,,Early,False
549255,383740,mobile,ended,485.0,,,Late: > 2 hours,False
549372,347483,mobile,ended,77.0,,,Late: 1-2 hours,False
549401,228703,connect,ended,-5.0,,,Early,False
549445,409584,mobile,ended,-26.0,,,Early,False
506459,361055,mobile,ended,-28.0,,,Early,False
507540,312118,mobile,ended,-23.0,,,Early,False
507698,357975,mobile,ended,42.0,,,Late: 30-60 mins,False
509295,271582,mobile,ended,-38.0,,,Early,False
511338,362101,mobile,ended,-63.0,,,Early,False
513136,316667,mobile,ended,12.0,,,Late: 0-15 mins,False
515608,373989,mobile,ended,7.0,,,Late: 0-15 mins,False
516871,398124,mobile,ended,142.0,,,Late: > 2 hours,False
518323,355179,mobile,ended,-15.0,,,Early,False
518689,366786,mobile,ended,-65.0,,,Early,False
519113,374996,mobile,ended,11.0,,,Late: 0-15 mins,False
519480,195479,mobile,ended,63.0,,,Late: 1-2 hours,False
519938,186694,mobile,ended,-3.0,,,Early,False
520000,385128,mobile,ended,29.0,,,Late: 15-30 mins,False
520152,317613,mobile,ended,-73.0,,,Early,False
520276,384936,mobile,ended,-32.0,,,Early,False
520293,269910,mobile,ended,476.0,,,Late: > 2 hours,False
521069,400663,mobile,ended,-7.0,,,Early,False
521261,405178,mobile,ended,6.0,,,Late: 0-15 mins,False
521578,387175,mobile,ended,9.0,,,Late: 0-15 mins,False
524323,359016,mobile,ended,201.0,,,Late: > 2 hours,False
524521,313264,mobile,ended,303.0,,,Late: > 2 hours,False
539166,310661,mobile,ended,-184.0,,,Early,False
539245,375128,connect,ended,49.0,,,Late: 30-60 mins,False
539325,226227,mobile,ended,39.0,,,Late: 30-60 mins,False
539412,340064,mobile,ended,-18.0,,,Early,False
539823,366025,mobile,ended,136.0,,,Late: > 2 hours,False
539875,404460,mobile,ended,20.0,,,Late: 15-30 mins,False
539961,380662,mobile,ended,742.0,,,Late: > 2 hours,False
540001,408983,mobile,ended,675.0,,,Late: > 2 hours,False
540071,356551,connect,ended,-290.0,,,Early,False
540077,265664,connect,ended,-20.0,,,Early,False
540214,298466,mobile,ended,17.0,,,Late: 15-30 mins,False
540235,350173,mobile,ended,-9.0,,,Early,False
540250,394801,mobile,ended,-49.0,,,Early,False
540452,371486,mobile,ended,142.0,,,Late: > 2 hours,False
540498,375574,mobile,ended,1541.0,,,Late: > 2 hours,False
540815,341204,mobile,ended,43.0,,,Late: 30-60 mins,False
540935,204512,mobile,ended,12.0,,,Late: 0-15 mins,False
541083,367127,mobile,ended,125.0,,,Late: > 2 hours,False
541200,383736,mobile,ended,0.0,,,Late: 0-15 mins,False
541293,272590,connect,ended,4.0,,,Late: 0-15 mins,False
541483,407055,connect,ended,-746.0,,,Early,False
541538,329897,mobile,ended,1.0,,,Late: 0-15 mins,False
541588,331891,mobile,ended,57.0,,,Late: 30-60 mins,False
541594,366007,mobile,ended,1509.0,,,Late: > 2 hours,False
541602,383110,connect,ended,-36.0,539987.0,720.0,Early,True
541676,397493,mobile,ended,56.0,,,Late: 30-60 mins,False
541698,340897,mobile,ended,-9.0,,,Early,False
541709,206685,mobile,ended,1306.0,,,Late: > 2 hours,False
541728,369801,mobile,ended,19.0,,,Late: 15-30 mins,False
541796,384688,connect,ended,-289.0,,,Early,False
541800,173376,mobile,ended,-58.0,,,Early,False
541841,216148,connect,ended,40.0,,,Late: 30-60 mins,False
541861,406413,mobile,ended,-46.0,540030.0,120.0,Early,True
542032,329496,mobile,ended,763.0,,,Late: > 2 hours,False
542058,374921,mobile,ended,17.0,,,Late: 15-30 mins,False
542107,363658,mobile,ended,-16.0,,,Early,False
542122,295200,mobile,ended,109.0,,,Late: 1-2 hours,False
542134,369713,connect,ended,-1378.0,,,Early,False
542167,394950,mobile,ended,108.0,,,Late: 1-2 hours,False
542232,316042,connect,ended,-226.0,,,Early,False
542331,247682,mobile,ended,117.0,,,Late: 1-2 hours,False
542524,405005,connect,ended,-21.0,,,Early,False
542611,410461,mobile,ended,40.0,,,Late: 30-60 mins,False
542701,409005,mobile,ended,-12.0,541529.0,60.0,Early,True
542816,242977,mobile,ended,-39.0,,,Early,False
542880,321801,mobile,ended,-39.0,,,Early,False
542919,248627,mobile,ended,-58.0,,,Early,False
542922,184950,mobile,ended,269.0,,,Late: > 2 hours,False
542955,371530,mobile,ended,9.0,,,Late: 0-15 mins,False
542989,409612,mobile,ended,90.0,,,Late: 1-2 hours,False
543139,344594,mobile,ended,-7.0,,,Early,False
543191,382243,mobile,ended,200.0,,,Late: > 2 hours,False
543197,300781,mobile,ended,-47.0,,,Early,False
543242,341997,mobile,ended,80.0,,,Late: 1-2 hours,False
543332,403621,mobile,ended,-35.0,,,Early,False
543335,398876,mobile,ended,153.0,557295.0,540.0,Late: > 2 hours,True
543377,241010,mobile,ended,281.0,,,Late: > 2 hours,False
543903,380801,mobile,ended,41.0,,,Late: 30-60 mins,False
544282,400470,mobile,ended,63.0,,,Late: 1-2 hours,False
544768,402528,connect,ended,-411.0,,,Early,False
544799,394928,connect,ended,-59.0,531562.0,210.0,Early,True
544853,392368,connect,ended,-14.0,,,Early,False
544864,357860,connect,ended,-52.0,540016.0,450.0,Early,True
544881,181134,mobile,ended,-763.0,,,Early,False
545127,299931,mobile,ended,6.0,,,Late: 0-15 mins,False
545189,364296,mobile,ended,17.0,,,Late: 15-30 mins,False
545393,214704,mobile,ended,208.0,,,Late: > 2 hours,False
545423,313952,mobile,ended,8.0,,,Late: 0-15 mins,False
545450,397188,mobile,ended,73.0,,,Late: 1-2 hours,False
545553,184588,mobile,ended,-38.0,,,Early,False
545560,258737,mobile,ended,59.0,542993.0,0.0,Late: 30-60 mins,True
545621,404192,mobile,ended,-10.0,,,Early,False
545643,385886,mobile,ended,-25.0,,,Early,False
545670,317330,connect,ended,-186.0,,,Early,False
545760,383804,connect,ended,-25.0,552820.0,180.0,Early,True
545878,397947,mobile,ended,40.0,,,Late: 30-60 mins,False
545925,358225,mobile,ended,130.0,,,Late: > 2 hours,False
545948,383344,connect,ended,83.0,519135.0,90.0,Late: 1-2 hours,True
546431,171503,mobile,ended,-107.0,,,Early,False
546547,374007,mobile,ended,-116.0,,,Early,False
546551,372011,mobile,ended,24.0,,,Late: 15-30 mins,False
546589,288865,mobile,ended,-6.0,,,Early,False
550353,266015,mobile,ended,-26.0,,,Early,False
550354,326069,mobile,ended,252.0,,,Late: > 2 hours,False
550391,397466,mobile,ended,-132.0,,,Early,False
550404,393185,mobile,ended,-11.0,,,Early,False
550458,312351,connect,ended,21.0,,,Late: 15-30 mins,False
550619,372349,mobile,ended,-23.0,,,Early,False
550621,360551,connect,ended,108.0,,,Late: 1-2 hours,False
551026,412439,mobile,ended,69.0,,,Late: 1-2 hours,False
551034,374349,mobile,ended,5.0,,,Late: 0-15 mins,False
551158,396470,mobile,ended,198.0,,,Late: > 2 hours,False
551168,388795,mobile,ended,-31.0,,,Early,False
551294,358054,mobile,ended,-47.0,,,Early,False
551368,359045,connect,ended,31.0,551957.0,30.0,Late: 30-60 mins,True
551369,304392,connect,ended,-174.0,551492.0,630.0,Early,True
551423,314641,mobile,ended,109.0,,,Late: 1-2 hours,False
551455,380799,mobile,ended,78.0,,,Late: 1-2 hours,False
551486,344576,mobile,ended,231.0,,,Late: > 2 hours,False
551511,364652,connect,ended,-81.0,,,Early,False
551668,389087,mobile,ended,-6.0,,,Early,False
551784,409345,mobile,ended,-17.0,557381.0,60.0,Early,True
551801,333433,mobile,ended,2.0,,,Late: 0-15 mins,False
551850,362498,mobile,ended,26.0,,,Late: 15-30 mins,False
551881,327803,mobile,ended,5.0,,,Late: 0-15 mins,False
552041,381146,mobile,ended,-7.0,,,Early,False
552111,313955,mobile,ended,-94.0,544602.0,300.0,Early,True
552143,341648,mobile,ended,470.0,,,Late: > 2 hours,False
552169,412539,mobile,ended,-262.0,551183.0,270.0,Early,True
552171,351611,mobile,ended,-109.0,,,Early,False
552376,401232,mobile,ended,-84.0,,,Early,False
552391,282675,mobile,ended,113.0,,,Late: 1-2 hours,False
552414,340965,mobile,ended,2.0,,,Late: 0-15 mins,False
552490,404460,mobile,ended,83.0,,,Late: 1-2 hours,False
552594,399528,connect,ended,-40.0,,,Early,False
552851,330619,mobile,ended,-106.0,,,Early,False
552956,216900,mobile,ended,-152.0,,,Early,False
553023,356607,mobile,ended,-8.0,,,Early,False
539266,318911,mobile,ended,-22.0,,,Early,False
539330,374809,connect,ended,20.0,,,Late: 15-30 mins,False
539334,404906,mobile,ended,-55.0,,,Early,False
539336,302993,mobile,ended,10.0,,,Late: 0-15 mins,False
539400,343596,mobile,ended,-168.0,,,Early,False
539476,293321,mobile,ended,-207.0,,,Early,False
539518,356123,mobile,ended,-23.0,,,Early,False
539685,405396,mobile,ended,-99.0,,,Early,False
539739,365625,mobile,ended,-22.0,,,Early,False
539783,350231,mobile,ended,-78.0,,,Early,False
539895,360289,mobile,ended,9.0,,,Late: 0-15 mins,False
540029,349958,mobile,ended,-111.0,,,Early,False
540204,391768,mobile,ended,-139.0,,,Early,False
540408,373893,connect,ended,14.0,537659.0,450.0,Late: 0-15 mins,True
540436,393126,mobile,ended,119.0,,,Late: 1-2 hours,False
540571,370795,mobile,ended,251.0,,,Late: > 2 hours,False
540737,313699,mobile,ended,162.0,,,Late: > 2 hours,False
540761,404719,mobile,ended,26.0,,,Late: 15-30 mins,False
540782,401387,mobile,ended,-60.0,521343.0,540.0,Early,True
540812,387810,connect,ended,-39.0,,,Early,False
540995,297254,mobile,ended,160.0,,,Late: > 2 hours,False
541086,307207,mobile,ended,-155.0,,,Early,False
541163,402962,mobile,ended,173.0,,,Late: > 2 hours,False
541169,387223,mobile,ended,7.0,,,Late: 0-15 mins,False
541473,295105,connect,ended,111.0,,,Late: 1-2 hours,False
541491,408275,mobile,ended,-4.0,,,Early,False
541497,190541,mobile,ended,380.0,,,Late: > 2 hours,False
541520,381104,mobile,ended,113.0,,,Late: 1-2 hours,False
541609,349999,mobile,ended,70.0,,,Late: 1-2 hours,False
541647,389147,mobile,ended,261.0,,,Late: > 2 hours,False
541780,317118,mobile,ended,8.0,,,Late: 0-15 mins,False
541805,341180,mobile,ended,-323.0,,,Early,False
541816,347464,connect,ended,-55.0,509094.0,720.0,Early,True
541830,263603,mobile,ended,-59.0,,,Early,False
541866,397289,mobile,ended,61.0,,,Late: 1-2 hours,False
542004,376675,mobile,ended,54.0,,,Late: 30-60 mins,False
542087,389486,mobile,ended,-185.0,,,Early,False
542143,401131,mobile,ended,328.0,,,Late: > 2 hours,False
542273,406105,mobile,ended,243.0,,,Late: > 2 hours,False
542347,379751,connect,ended,-370.0,,,Early,False
542397,310990,mobile,ended,-12.0,,,Early,False
542593,403762,mobile,ended,12.0,,,Late: 0-15 mins,False
542756,243495,mobile,ended,996.0,,,Late: > 2 hours,False
542800,331673,mobile,ended,-43.0,,,Early,False
542834,371139,mobile,ended,-12.0,,,Early,False
542844,388408,mobile,ended,329.0,,,Late: > 2 hours,False
542862,264457,mobile,ended,303.0,,,Late: > 2 hours,False
542866,347847,mobile,ended,-152.0,,,Early,False
543033,372878,mobile,ended,-45.0,,,Early,False
543097,351787,mobile,ended,-1.0,,,Early,False
543109,405142,mobile,ended,-296.0,,,Early,False
543204,405828,mobile,ended,-31.0,,,Early,False
506093,381535,mobile,ended,-62.0,,,Early,False
506261,374741,connect,ended,-36.0,,,Early,False
510179,352160,mobile,ended,-28.0,,,Early,False
510875,271380,mobile,ended,-107.0,,,Early,False
524685,367341,mobile,ended,218.0,,,Late: > 2 hours,False
525320,367846,mobile,ended,3.0,,,Late: 0-15 mins,False
526168,403040,mobile,ended,31.0,,,Late: 30-60 mins,False
526659,298248,mobile,ended,-801.0,,,Early,False
527151,390039,mobile,ended,60.0,,,Late: 1-2 hours,False
527245,282159,mobile,ended,-33.0,,,Early,False
529580,404381,mobile,ended,197.0,,,Late: > 2 hours,False
529861,392653,mobile,ended,-65.0,,,Early,False
530323,396821,mobile,ended,-48.0,,,Early,False
530752,392685,mobile,ended,-128.0,,,Early,False
530821,285452,connect,ended,1.0,,,Late: 0-15 mins,False
531650,399199,mobile,ended,-806.0,,,Early,False
533413,353425,connect,ended,4.0,,,Late: 0-15 mins,False
533556,405575,mobile,ended,6.0,,,Late: 0-15 mins,False
533629,374877,mobile,ended,13.0,,,Late: 0-15 mins,False
533632,347248,mobile,ended,1319.0,,,Late: > 2 hours,False
533657,307567,mobile,ended,-19.0,,,Early,False
534087,348839,mobile,ended,-237.0,,,Early,False
534311,334924,mobile,ended,320.0,,,Late: > 2 hours,False
534370,400171,mobile,ended,-69.0,,,Early,False
534511,271186,mobile,ended,1032.0,,,Late: > 2 hours,False
534721,273565,connect,ended,-10.0,,,Early,False
534849,228788,mobile,ended,130.0,,,Late: > 2 hours,False
534869,399667,mobile,ended,26.0,,,Late: 15-30 mins,False
535053,396435,connect,ended,-81.0,,,Early,False
535117,394904,mobile,ended,-35.0,,,Early,False
535255,368404,mobile,ended,-12.0,,,Early,False
535358,383114,mobile,ended,-165.0,,,Early,False
535433,279764,mobile,ended,52.0,,,Late: 30-60 mins,False
535619,223783,connect,ended,122.0,,,Late: > 2 hours,False
535621,407517,mobile,ended,28.0,,,Late: 15-30 mins,False
535700,311707,connect,ended,19.0,,,Late: 15-30 mins,False
535709,330601,mobile,ended,-374.0,,,Early,False
535751,325591,mobile,ended,-58.0,,,Early,False
535934,389836,mobile,ended,15.0,,,Late: 15-30 mins,False
535965,363228,mobile,ended,298.0,,,Late: > 2 hours,False
535991,228359,connect,ended,-225.0,,,Early,False
536004,337437,connect,ended,253.0,,,Late: > 2 hours,False
536168,405082,mobile,ended,-1.0,,,Early,False
536248,398190,mobile,ended,198.0,,,Late: > 2 hours,False
536312,335605,mobile,ended,46.0,,,Late: 30-60 mins,False
536336,407287,mobile,ended,1038.0,,,Late: > 2 hours,False
536351,340594,connect,ended,-130.0,,,Early,False
536685,325695,mobile,ended,-79.0,,,Early,False
536712,301389,connect,ended,99.0,,,Late: 1-2 hours,False
536715,362968,mobile,ended,160.0,,,Late: > 2 hours,False
536789,374169,connect,ended,-188.0,,,Early,False
537065,373405,mobile,ended,16.0,,,Late: 15-30 mins,False
537113,380069,mobile,ended,-179.0,,,Early,False
537155,336522,mobile,ended,70.0,,,Late: 1-2 hours,False
537165,314466,connect,ended,-33.0,,,Early,False
537239,366872,connect,ended,53.0,,,Late: 30-60 mins,False
537307,392331,mobile,ended,-5.0,,,Early,False
537354,403245,mobile,ended,-3.0,,,Early,False
537405,390467,connect,ended,95.0,,,Late: 1-2 hours,False
537526,293662,mobile,ended,-131.0,,,Early,False
537538,382714,mobile,ended,-60.0,,,Early,False
537707,280431,mobile,ended,533.0,,,Late: > 2 hours,False
537741,354814,mobile,ended,63.0,,,Late: 1-2 hours,False
537965,364420,mobile,ended,20.0,,,Late: 15-30 mins,False
538019,397741,mobile,ended,25.0,,,Late: 15-30 mins,False
538104,270689,mobile,ended,50.0,,,Late: 30-60 mins,False
538253,406927,mobile,ended,11.0,,,Late: 0-15 mins,False
538266,395467,mobile,ended,75.0,,,Late: 1-2 hours,False
538655,407297,mobile,ended,30.0,,,Late: 30-60 mins,False
538757,366473,mobile,ended,-36.0,,,Early,False
538795,398855,mobile,ended,-60.0,,,Early,False
538876,345865,connect,ended,68.0,,,Late: 1-2 hours,False
539055,332738,mobile,ended,-13.0,,,Early,False
539081,408237,mobile,ended,-56.0,,,Early,False
539212,343695,mobile,ended,274.0,,,Late: > 2 hours,False
539277,354515,mobile,ended,48.0,,,Late: 30-60 mins,False
539362,363761,mobile,ended,166.0,,,Late: > 2 hours,False
534222,267506,mobile,ended,0.0,,,Late: 0-15 mins,False
534711,352320,mobile,ended,185.0,,,Late: > 2 hours,False
534805,396183,mobile,ended,-106.0,,,Early,False
534947,287112,mobile,ended,3.0,,,Late: 0-15 mins,False
535615,374671,mobile,ended,61.0,,,Late: 1-2 hours,False
535716,374422,mobile,ended,12.0,,,Late: 0-15 mins,False
535784,392327,mobile,ended,-89.0,,,Early,False
555429,410521,mobile,ended,93.0,,,Late: 1-2 hours,False
555533,405005,connect,ended,-625.0,,,Early,False
555548,412139,mobile,ended,31.0,,,Late: 30-60 mins,False
555626,413671,mobile,ended,164.0,,,Late: > 2 hours,False
555640,264558,mobile,ended,461.0,,,Late: > 2 hours,False
555708,368604,connect,ended,-95.0,,,Early,False
555714,175984,mobile,ended,24.0,,,Late: 15-30 mins,False
555832,327344,mobile,ended,-178.0,,,Early,False
556015,372160,mobile,ended,-410.0,,,Early,False
556209,405005,connect,ended,-91.0,,,Early,False
556307,385574,connect,ended,-27.0,,,Early,False
556318,389050,mobile,ended,122.0,,,Late: > 2 hours,False
556349,342699,connect,ended,-11.0,,,Early,False
556358,224085,mobile,ended,-62.0,,,Early,False
556469,401869,connect,ended,231.0,,,Late: > 2 hours,False
556531,243721,mobile,ended,11.0,,,Late: 0-15 mins,False
556551,364048,mobile,ended,5.0,,,Late: 0-15 mins,False
556593,189197,mobile,ended,-17.0,,,Early,False
556607,364530,mobile,ended,9.0,,,Late: 0-15 mins,False
556619,214635,connect,ended,2.0,540747.0,240.0,Late: 0-15 mins,True
556626,255967,mobile,ended,-15.0,,,Early,False
556631,215286,mobile,ended,21.0,,,Late: 15-30 mins,False
556673,310636,connect,ended,-119.0,,,Early,False
556846,315030,mobile,ended,-22.0,,,Early,False
556887,351597,connect,ended,36.0,,,Late: 30-60 mins,False
556906,403246,connect,ended,176.0,,,Late: > 2 hours,False
556908,267750,mobile,ended,20.0,,,Late: 15-30 mins,False
557092,402078,mobile,ended,3.0,,,Late: 0-15 mins,False
557298,404041,connect,ended,11.0,,,Late: 0-15 mins,False
554628,346139,mobile,ended,-87.0,,,Early,False
554801,405562,mobile,ended,394.0,,,Late: > 2 hours,False
554944,382734,mobile,ended,37.0,,,Late: 30-60 mins,False
554946,366410,mobile,ended,6.0,,,Late: 0-15 mins,False
555068,303309,connect,ended,-66.0,,,Early,False
555120,382716,mobile,ended,13.0,,,Late: 0-15 mins,False
555174,388764,mobile,ended,13.0,,,Late: 0-15 mins,False
555361,400437,mobile,ended,-1638.0,,,Early,False
555427,363377,mobile,ended,26.0,,,Late: 15-30 mins,False
555436,395204,connect,ended,-14.0,,,Early,False
555694,392256,mobile,ended,-67.0,,,Early,False
555878,382279,mobile,ended,15.0,,,Late: 15-30 mins,False
555891,377312,mobile,ended,403.0,,,Late: > 2 hours,False
555901,379607,mobile,ended,1144.0,,,Late: > 2 hours,False
555935,317024,mobile,ended,50.0,,,Late: 30-60 mins,False
556081,403644,mobile,ended,-6.0,,,Early,False
556111,321310,connect,ended,-146.0,,,Early,False
556136,321996,mobile,ended,-131.0,,,Early,False
556215,334190,connect,ended,77.0,,,Late: 1-2 hours,False
556285,402117,mobile,ended,27.0,,,Late: 15-30 mins,False
556365,364520,mobile,ended,6.0,,,Late: 0-15 mins,False
556399,287544,mobile,ended,-166.0,,,Early,False
556417,339109,mobile,ended,21.0,,,Late: 15-30 mins,False
556459,383625,connect,ended,8.0,,,Late: 0-15 mins,False
556523,316817,mobile,ended,-185.0,,,Early,False
556586,387810,connect,ended,34.0,,,Late: 30-60 mins,False
556641,413094,mobile,ended,32.0,,,Late: 30-60 mins,False
556683,410853,mobile,ended,-95.0,,,Early,False
556705,351660,connect,ended,69.0,558817.0,720.0,Late: 1-2 hours,True
556780,365784,mobile,ended,-72.0,,,Early,False
557034,180520,mobile,ended,97.0,,,Late: 1-2 hours,False
557044,349420,mobile,ended,11.0,,,Late: 0-15 mins,False
557233,294887,mobile,ended,83.0,,,Late: 1-2 hours,False
557254,255967,mobile,ended,-2.0,,,Early,False
557271,222928,connect,ended,-196.0,,,Early,False
557287,368894,mobile,ended,-1.0,,,Early,False
557453,338249,mobile,ended,-22.0,,,Early,False
557457,409993,connect,ended,-60.0,,,Early,False
557465,338826,mobile,ended,342.0,,,Late: > 2 hours,False
557536,407411,mobile,ended,8.0,555201.0,30.0,Late: 0-15 mins,True
557540,375047,connect,ended,-69.0,552358.0,630.0,Early,True
557644,317378,connect,ended,-243.0,,,Early,False
557986,380479,mobile,ended,44.0,,,Late: 30-60 mins,False
558096,405458,mobile,ended,-68.0,,,Early,False
558228,382712,mobile,ended,20.0,,,Late: 15-30 mins,False
558412,388154,mobile,ended,17.0,,,Late: 15-30 mins,False
558443,246825,mobile,ended,27.0,,,Late: 15-30 mins,False
558549,289893,mobile,ended,380.0,,,Late: > 2 hours,False
557461,194343,connect,ended,-29.0,505628.0,90.0,Early,True
557633,331490,mobile,ended,102.0,,,Late: 1-2 hours,False
557756,231301,mobile,ended,132.0,,,Late: > 2 hours,False
557837,349752,mobile,ended,10.0,,,Late: 0-15 mins,False
550934,376491,connect,ended,32.0,,,Late: 30-60 mins,False
550978,374360,connect,ended,0.0,,,Late: 0-15 mins,False
550985,396727,mobile,ended,-19.0,,,Early,False
551074,400158,mobile,ended,0.0,,,Late: 0-15 mins,False
551127,276923,mobile,ended,211.0,,,Late: > 2 hours,False
551156,403149,mobile,ended,-26.0,,,Early,False
551178,344530,mobile,ended,534.0,,,Late: > 2 hours,False
551406,412098,mobile,ended,26.0,,,Late: 15-30 mins,False
551501,280227,connect,ended,-476.0,,,Early,False
551533,316678,connect,ended,-48.0,,,Early,False
551542,367495,mobile,ended,1.0,,,Late: 0-15 mins,False
551617,349894,connect,ended,-29.0,549019.0,270.0,Early,True
551666,216900,mobile,ended,142.0,,,Late: > 2 hours,False
551793,383674,connect,ended,54.0,,,Late: 30-60 mins,False
534380,297511,mobile,ended,194.0,,,Late: > 2 hours,False
534758,407397,mobile,ended,8.0,,,Late: 0-15 mins,False
534891,378239,mobile,ended,8.0,,,Late: 0-15 mins,False
535058,177815,mobile,ended,-20.0,,,Early,False
535102,314456,connect,ended,-134.0,,,Early,False
535188,306935,mobile,ended,-27.0,,,Early,False
535415,399507,mobile,ended,138.0,,,Late: > 2 hours,False
535480,302561,connect,ended,30.0,,,Late: 30-60 mins,False
535628,383674,connect,ended,-7.0,,,Early,False
535657,383753,mobile,ended,5.0,,,Late: 0-15 mins,False
535675,386583,mobile,ended,56.0,,,Late: 30-60 mins,False
535710,371625,mobile,ended,83.0,,,Late: 1-2 hours,False
535763,391223,mobile,ended,139.0,,,Late: > 2 hours,False
535766,356247,mobile,ended,-28.0,,,Early,False
535805,362242,mobile,ended,1543.0,,,Late: > 2 hours,False
536029,395272,mobile,ended,-12.0,,,Early,False
536309,367916,mobile,ended,39.0,,,Late: 30-60 mins,False
536626,370171,mobile,ended,5.0,,,Late: 0-15 mins,False
536698,373605,mobile,ended,9.0,,,Late: 0-15 mins,False
536952,241021,connect,ended,-39.0,542244.0,720.0,Early,True
537045,403777,mobile,ended,134.0,,,Late: > 2 hours,False
537139,385523,connect,ended,-52.0,,,Early,False
537170,404586,mobile,ended,-3.0,,,Early,False
537198,407576,mobile,ended,38.0,,,Late: 30-60 mins,False
537295,315420,connect,ended,160.0,,,Late: > 2 hours,False
537406,345865,connect,ended,-18.0,,,Early,False
537465,301288,mobile,ended,57.0,,,Late: 30-60 mins,False
537769,391370,connect,ended,-26.0,,,Early,False
537783,408237,mobile,ended,25.0,,,Late: 15-30 mins,False
537863,381455,mobile,ended,14.0,,,Late: 0-15 mins,False
537979,377312,mobile,ended,440.0,,,Late: > 2 hours,False
538154,400631,mobile,ended,-398.0,,,Early,False
538342,355788,mobile,ended,57.0,,,Late: 30-60 mins,False
538426,398676,mobile,ended,20.0,,,Late: 15-30 mins,False
538603,384983,mobile,ended,169.0,,,Late: > 2 hours,False
538728,311607,mobile,ended,256.0,,,Late: > 2 hours,False
538749,291717,mobile,ended,82.0,,,Late: 1-2 hours,False
538786,309580,connect,ended,-1.0,,,Early,False
539041,352563,mobile,ended,-11.0,,,Early,False
539131,290843,mobile,ended,449.0,,,Late: > 2 hours,False
539133,385391,connect,ended,-73.0,,,Early,False
539147,387476,mobile,ended,-17.0,,,Early,False
539177,274526,mobile,ended,20.0,,,Late: 15-30 mins,False
539189,167788,mobile,ended,147.0,,,Late: > 2 hours,False
539195,261661,mobile,ended,68.0,,,Late: 1-2 hours,False
539305,280305,mobile,ended,20.0,,,Late: 15-30 mins,False
539608,390538,mobile,ended,41.0,,,Late: 30-60 mins,False
539829,403760,mobile,ended,44.0,,,Late: 30-60 mins,False
540000,402235,mobile,ended,-41.0,,,Early,False
540225,395825,mobile,ended,-29.0,,,Early,False
540460,337090,mobile,ended,346.0,,,Late: > 2 hours,False
